Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temperature_C
1774,Assam,CACHAR,2005,Rabi       ,Masoor,21.0,11.0,27.9
1775,Assam,CACHAR,2005,Rabi       ,Moong(Green Gram),35.0,19.0,23.1
1776,Assam,CACHAR,2005,Rabi       ,Other  Rabi pulses,4073.0,2042.0,24.6
1777,Assam,CACHAR,2005,Rabi       ,Peas & beans (Pulses),544.0,324.0,24.3
1778,Assam,CACHAR,2005,Rabi       ,Rapeseed &Mustard,2867.0,1656.0,26.8
1779,Assam,CACHAR,2005,Rabi       ,Urad,896.0,439.0,22.8
1780,Assam,CACHAR,2005,Rabi       ,Wheat,86.0,92.0,25.9
1781,Assam,CACHAR,2005,Summer     ,Rice,10261.0,16722.0,26.3
1782,Assam,CACHAR,2005,Whole Year ,Arecanut,4184.0,1133.0,20.6
1783,Assam,CACHAR,2005,Whole Year ,Banana,2674.0,32460.0,22.3
1784,Assam,CACHAR,2005,Whole Year ,Dry chillies,939.0,600.0,28.0
1785,Assam,CACHAR,2005,Whole Year ,Onion,176.0,572.0,20.1
1786,Assam,CACHAR,2005,Whole Year ,Potato,1893.0,9261.0,23.5
1787,Assam,CACHAR,2005,Whole Year ,Sugarcane,275.0,10426.0,26.4
1788,Assam,CACHAR,2005,Whole Year ,Sweet potato,187.0,982.0,30.0
1789,Assam,CACHAR,2005,Whole Year ,Tapioca,30.0,129.0,27.6
1790,Assam,CACHAR,2005,Whole Year ,Tobacco,10.0,6.0,26.4
1791,Assam,CACHAR,2005,Whole Year ,Turmeric,282.0,588.0,24.5
1792,Assam,CACHAR,2005,Winter     ,Rice,90194.0,183913.0,16.2
1793,Assam,CACHAR,2006,Autumn     ,Rice,4070.0,6344.0,22.4
1794,Assam,CACHAR,2006,Kharif     ,Arhar/Tur,139.0,98.0,26.1
1795,Assam,CACHAR,2006,Kharif     ,Cotton(lint),100.0,38.0,25.5
1796,Assam,CACHAR,2006,Kharif     ,Jute,49.0,474.0,22.9
1797,Assam,CACHAR,2006,Kharif     ,Maize,105.0,52.0,28.6
1798,Assam,CACHAR,2006,Kharif     ,Mesta,2.0,9.0,25.8
1799,Assam,CACHAR,2006,Kharif     ,Niger seed,30.0,14.0,20.5
1800,Assam,CACHAR,2006,Kharif     ,Sesamum,200.0,92.0,27.5
1801,Assam,CACHAR,2006,Kharif     ,Small millets,31.0,15.0,20.8
1802,Assam,CACHAR,2006,Rabi       ,Gram,60.0,31.0,29.9
1803,Assam,CACHAR,2006,Rabi       ,Linseed,46.0,20.0,20.4
1804,Assam,CACHAR,2006,Rabi       ,Masoor,36.0,19.0,25.5
1805,Assam,CACHAR,2006,Rabi       ,Moong(Green Gram),38.0,19.0,25.5
1806,Assam,CACHAR,2006,Rabi       ,Other  Rabi pulses,2783.0,1255.0,25.1
1807,Assam,CACHAR,2006,Rabi       ,Peas & beans (Pulses),585.0,336.0,21.0
1808,Assam,CACHAR,2006,Rabi       ,Rapeseed &Mustard,1929.0,1101.0,20.0
1809,Assam,CACHAR,2006,Rabi       ,Urad,980.0,504.0,26.0
1810,Assam,CACHAR,2006,Rabi       ,Wheat,93.0,105.0,25.1
1811,Assam,CACHAR,2006,Summer     ,Rice,7819.0,8100.0,22.2
1812,Assam,CACHAR,2006,Whole Year ,Arecanut,4545.0,1037.0,24.7
1813,Assam,CACHAR,2006,Whole Year ,Banana,2662.0,32313.0,22.8
1814,Assam,CACHAR,2006,Whole Year ,Coconut ,1404.0,2847000.0,21.4
1815,Assam,CACHAR,2006,Whole Year ,Dry chillies,998.0,628.0,28.0
1816,Assam,CACHAR,2006,Whole Year ,Onion,174.0,566.0,20.9
1817,Assam,CACHAR,2006,Whole Year ,Potato,1912.0,8359.0,22.1
1818,Assam,CACHAR,2006,Whole Year ,Sugarcane,276.0,11884.0,27.1
1819,Assam,CACHAR,2006,Whole Year ,Sweet potato,195.0,1024.0,28.3
1820,Assam,CACHAR,2006,Whole Year ,Tapioca,30.0,129.0,23.8
1821,Assam,CACHAR,2006,Whole Year ,Tobacco,10.0,7.0,29.2
1822,Assam,CACHAR,2006,Whole Year ,Turmeric,294.0,599.0,27.3
1823,Assam,CACHAR,2006,Winter     ,Rice,89689.0,151116.0,18.2
1824,Assam,CACHAR,2007,Autumn     ,Rice,10130.0,16238.0,24.1
1825,Assam,CACHAR,2007,Kharif     ,Arhar/Tur,127.0,90.0,20.8
1826,Assam,CACHAR,2007,Kharif     ,Cotton(lint),100.0,37.0,28.6
1827,Assam,CACHAR,2007,Kharif     ,Jute,52.0,571.0,23.4
1828,Assam,CACHAR,2007,Kharif     ,Maize,105.0,52.0,25.0
1829,Assam,CACHAR,2007,Kharif     ,Mesta,10.0,45.0,21.9
1830,Assam,CACHAR,2007,Kharif     ,Niger seed,16.0,7.0,30.0
1831,Assam,CACHAR,2007,Kharif     ,Sesamum,196.0,94.0,21.0
1832,Assam,CACHAR,2007,Kharif     ,Small millets,28.0,14.0,24.1
1833,Assam,CACHAR,2007,Rabi       ,Gram,56.0,29.0,29.8
1834,Assam,CACHAR,2007,Rabi       ,Linseed,30.0,13.0,24.8
1835,Assam,CACHAR,2007,Rabi       ,Masoor,26.0,13.0,23.3
1836,Assam,CACHAR,2007,Rabi       ,Moong(Green Gram),37.0,18.0,22.4
1837,Assam,CACHAR,2007,Rabi       ,Other  Rabi pulses,2374.0,1068.0,22.4
1838,Assam,CACHAR,2007,Rabi       ,Peas & beans (Pulses),446.0,259.0,23.6
1839,Assam,CACHAR,2007,Rabi       ,Rapeseed &Mustard,2065.0,1091.0,27.7
1840,Assam,CACHAR,2007,Rabi       ,Urad,958.0,508.0,20.0
1841,Assam,CACHAR,2007,Rabi       ,Wheat,255.0,322.0,20.0
1842,Assam,CACHAR,2007,Summer     ,Rice,9680.0,18533.0,28.9
1843,Assam,CACHAR,2007,Whole Year ,Arecanut,4295.0,1805.0,22.4
1844,Assam,CACHAR,2007,Whole Year ,Banana,3128.0,37971.0,24.3
1845,Assam,CACHAR,2007,Whole Year ,Black pepper,39.0,76.0,27.8
1846,Assam,CACHAR,2007,Whole Year ,Coconut ,999.0,980000.0,29.3
1847,Assam,CACHAR,2007,Whole Year ,Dry chillies,1000.0,636.0,22.5
1848,Assam,CACHAR,2007,Whole Year ,Dry ginger,204.0,1416.0,23.6
1849,Assam,CACHAR,2007,Whole Year ,Onion,150.0,487.0,21.2
1850,Assam,CACHAR,2007,Whole Year ,Potato,1986.0,7675.0,29.2
1851,Assam,CACHAR,2007,Whole Year ,Sugarcane,166.0,7162.0,21.9
1852,Assam,CACHAR,2007,Whole Year ,Sweet potato,178.0,935.0,28.1
1853,Assam,CACHAR,2007,Whole Year ,Tapioca,31.0,133.0,24.7
1854,Assam,CACHAR,2007,Whole Year ,Tobacco,10.0,7.0,24.9
1855,Assam,CACHAR,2007,Whole Year ,Turmeric,281.0,537.0,24.7
1856,Assam,CACHAR,2007,Winter     ,Rice,79842.0,64012.0,17.5
1857,Assam,CACHAR,2008,Autumn     ,Rice,8350.0,13808.0,26.6
1858,Assam,CACHAR,2008,Kharif     ,Arhar/Tur,122.0,86.0,23.8
1859,Assam,CACHAR,2008,Kharif     ,Cotton(lint),95.0,35.0,30.0
1860,Assam,CACHAR,2008,Kharif     ,Jute,53.0,571.0,27.3
1861,Assam,CACHAR,2008,Kharif     ,Maize,104.0,50.0,23.3
1862,Assam,CACHAR,2008,Kharif     ,Mesta,5.0,23.0,29.4
1863,Assam,CACHAR,2008,Kharif     ,Niger seed,15.0,7.0,20.9
1864,Assam,CACHAR,2008,Kharif     ,Sesamum,195.0,97.0,21.1
1865,Assam,CACHAR,2008,Kharif     ,Small millets,30.0,14.0,20.8
1866,Assam,CACHAR,2008,Rabi       ,Blackgram,897.0,521.0,25.8
1867,Assam,CACHAR,2008,Rabi       ,Gram,54.0,28.0,25.9
1868,Assam,CACHAR,2008,Rabi       ,Linseed,30.0,14.0,20.5
1869,Assam,CACHAR,2008,Rabi       ,Masoor,26.0,11.0,30.0
1870,Assam,CACHAR,2008,Rabi       ,Moong(Green Gram),34.0,17.0,22.4
1871,Assam,CACHAR,2008,Rabi       ,Peas & beans (Pulses),380.0,224.0,25.5
1872,Assam,CACHAR,2008,Rabi       ,Rapeseed &Mustard,2012.0,1341.0,24.6
1873,Assam,CACHAR,2008,Rabi       ,Urad,897.0,521.0,30.0
1874,Assam,CACHAR,2008,Rabi       ,Wheat,117.0,128.0,21.1
1875,Assam,CACHAR,2008,Summer     ,Rice,9560.0,21126.0,21.0
1876,Assam,CACHAR,2008,Whole Year ,Arecanut,4446.0,2821.0,20.0
1877,Assam,CACHAR,2008,Whole Year ,Banana,2881.0,38893.0,21.7
1878,Assam,CACHAR,2008,Whole Year ,Black pepper,45.0,87.0,29.1
1879,Assam,CACHAR,2008,Whole Year ,Coconut ,1049.0,3155000.0,20.0
1880,Assam,CACHAR,2008,Whole Year ,Dry chillies,995.0,632.0,23.4
1881,Assam,CACHAR,2008,Whole Year ,Dry ginger,212.0,1472.0,25.9
1882,Assam,CACHAR,2008,Whole Year ,Onion,87.0,283.0,21.9
1883,Assam,CACHAR,2008,Whole Year ,Potato,2063.0,12080.0,25.0
1884,Assam,CACHAR,2008,Whole Year ,Sugarcane,156.0,6668.0,27.7
1885,Assam,CACHAR,2008,Whole Year ,Sweet potato,174.0,914.0,29.7
1886,Assam,CACHAR,2008,Whole Year ,Tapioca,31.0,133.0,26.5
1887,Assam,CACHAR,2008,Whole Year ,Tobacco,7.0,5.0,22.4
1888,Assam,CACHAR,2008,Whole Year ,Turmeric,291.0,578.0,22.8
1889,Assam,CACHAR,2008,Winter     ,Rice,93610.0,199711.0,18.0
1890,Assam,CACHAR,2009,Autumn     ,Rice,8276.0,16457.0,26.2
1891,Assam,CACHAR,2009,Kharif     ,Arhar/Tur,123.0,87.0,30.0
1892,Assam,CACHAR,2009,Kharif     ,Cotton(lint),94.0,34.0,26.2
1893,Assam,CACHAR,2009,Kharif     ,Jute,53.0,579.0,27.4
1894,Assam,CACHAR,2009,Kharif     ,Maize,100.0,50.0,20.8
1895,Assam,CACHAR,2009,Kharif     ,Mesta,7.0,31.0,30.0
1896,Assam,CACHAR,2009,Kharif     ,Niger seed,18.0,9.0,21.9
1897,Assam,CACHAR,2009,Kharif     ,Sesamum,189.0,95.0,27.2
1898,Assam,CACHAR,2009,Kharif     ,Small millets,30.0,15.0,26.1
1899,Assam,CACHAR,2009,Rabi       ,Banana,2970.0,37401.0,27.6
1900,Assam,CACHAR,2009,Rabi       ,Gram,52.0,28.0,27.2
1901,Assam,CACHAR,2009,Rabi       ,Linseed,31.0,14.0,24.7
1902,Assam,CACHAR,2009,Rabi       ,Masoor,25.0,12.0,27.6
1903,Assam,CACHAR,2009,Rabi       ,Moong(Green Gram),35.0,18.0,24.9
1904,Assam,CACHAR,2009,Rabi       ,Peas & beans (Pulses),428.0,250.0,23.8
1905,Assam,CACHAR,2009,Rabi       ,Rapeseed &Mustard,1955.0,1297.0,25.8
1906,Assam,CACHAR,2009,Rabi       ,Urad,914.0,518.0,24.6
1907,Assam,CACHAR,2009,Rabi       ,Wheat,154.0,168.0,27.0
1908,Assam,CACHAR,2009,Summer     ,Rice,8902.0,6448.0,20.0
1909,Assam,CACHAR,2009,Whole Year ,Arecanut,4478.0,2435.0,23.8
1910,Assam,CACHAR,2009,Whole Year ,Banana,2970.0,37401.0,24.2
1911,Assam,CACHAR,2009,Whole Year ,Black pepper,26.0,50.0,30.0
1912,Assam,CACHAR,2009,Whole Year ,Coconut ,1054.0,9711000.0,23.8
1913,Assam,CACHAR,2009,Whole Year ,Dry chillies,984.0,624.0,26.3
1914,Assam,CACHAR,2009,Whole Year ,Dry ginger,210.0,1458.0,23.4
1915,Assam,CACHAR,2009,Whole Year ,Onion,129.0,420.0,29.6
1916,Assam,CACHAR,2009,Whole Year ,Potato,2155.0,15290.0,28.7
1917,Assam,CACHAR,2009,Whole Year ,Sugarcane,218.0,9401.0,26.7
1918,Assam,CACHAR,2009,Whole Year ,Sweet potato,161.0,846.0,24.3
1919,Assam,CACHAR,2009,Whole Year ,Tapioca,30.0,129.0,30.0
1920,Assam,CACHAR,2009,Whole Year ,Tobacco,7.0,5.0,30.0
1921,Assam,CACHAR,2009,Whole Year ,Turmeric,259.0,505.0,24.9
1922,Assam,CACHAR,2009,Winter     ,Rice,93082.0,204084.0,22.0
1923,Assam,CACHAR,2010,Autumn     ,Rice,8359.0,16087.0,23.2
1924,Assam,CACHAR,2010,Kharif     ,Arhar/Tur,115.0,82.0,20.2
1925,Assam,CACHAR,2010,Kharif     ,Cotton(lint),92.0,34.0,24.3
1926,Assam,CACHAR,2010,Kharif     ,Jute,52.0,522.0,27.2
1927,Assam,CACHAR,2010,Kharif     ,Maize,98.0,49.0,29.6
1928,Assam,CACHAR,2010,Kharif     ,Mesta,4.0,18.0,21.3
1929,Assam,CACHAR,2010,Kharif     ,Niger seed,18.0,8.0,28.0
1930,Assam,CACHAR,2010,Kharif     ,Sesamum,182.0,93.0,29.4
1931,Assam,CACHAR,2010,Kharif     ,Small millets,20.0,10.0,26.7
1932,Assam,CACHAR,2010,Rabi       ,Arecanut,4478.0,2435.0,20.0
1933,Assam,CACHAR,2010,Rabi       ,Banana,2888.0,36756.0,21.1
1934,Assam,CACHAR,2010,Rabi       ,Gram,56.0,29.0,21.0
1935,Assam,CACHAR,2010,Rabi       ,Linseed,25.0,11.0,21.8
1936,Assam,CACHAR,2010,Rabi       ,Masoor,26.0,12.0,26.7
1937,Assam,CACHAR,2010,Rabi       ,Moong(Green Gram),34.0,17.0,24.9
1938,Assam,CACHAR,2010,Rabi       ,Peas & beans (Pulses),360.0,211.0,27.4
1939,Assam,CACHAR,2010,Rabi       ,Rapeseed &Mustard,1871.0,1250.0,27.5
1940,Assam,CACHAR,2010,Rabi       ,Urad,850.0,475.0,28.1
1941,Assam,CACHAR,2010,Rabi       ,Wheat,80.0,100.0,24.5
1942,Assam,CACHAR,2010,Summer     ,Rice,7332.0,14228.0,22.7
1943,Assam,CACHAR,2010,Whole Year ,Banana,2888.0,36756.0,20.0
1944,Assam,CACHAR,2010,Whole Year ,Black pepper,38.0,74.0,27.3
1945,Assam,CACHAR,2010,Whole Year ,Coconut ,1054.0,9711000.0,27.6
1946,Assam,CACHAR,2010,Whole Year ,Dry chillies,1055.0,671.0,24.6
1947,Assam,CACHAR,2010,Whole Year ,Dry ginger,232.0,1610.0,21.1
1948,Assam,CACHAR,2010,Whole Year ,Onion,77.0,250.0,21.8
1949,Assam,CACHAR,2010,Whole Year ,Potato,2052.0,15340.0,25.2
1950,Assam,CACHAR,2010,Whole Year ,Sugarcane,140.0,5762.0,25.9
1951,Assam,CACHAR,2010,Whole Year ,Sweet potato,151.0,793.0,26.7
1952,Assam,CACHAR,2010,Whole Year ,Tapioca,13.0,56.0,22.4
1953,Assam,CACHAR,2010,Whole Year ,Tobacco,6.0,4.0,30.0
1954,Assam,CACHAR,2010,Whole Year ,Turmeric,315.0,659.0,23.7
1955,Assam,CACHAR,2010,Winter     ,Rice,88908.0,195008.0,16.4
1956,Assam,CACHAR,2011,Autumn     ,Paddy,7700.0,13116.0,21.1
1957,Assam,CACHAR,2011,Autumn     ,Rice,7700.0,13116.0,29.3
1958,Assam,CACHAR,2011,Kharif     ,Arhar/Tur,115.0,87.0,29.1
1959,Assam,CACHAR,2011,Kharif     ,Cotton(lint),91.0,34.0,22.7
1960,Assam,CACHAR,2011,Kharif     ,Jute,51.0,472.0,20.2
1961,Assam,CACHAR,2011,Kharif     ,Maize,91.0,51.0,23.0
1962,Assam,CACHAR,2011,Kharif     ,Mesta,4.0,37.0,22.6
1963,Assam,CACHAR,2011,Kharif     ,Niger seed,18.0,9.0,23.4
1964,Assam,CACHAR,2011,Kharif     ,Orange,80.0,499.0,29.9
1965,Assam,CACHAR,2011,Kharif     ,Papaya,302.0,5878.0,26.2
1966,Assam,CACHAR,2011,Kharif     ,Sesamum,189.0,104.0,29.0
1967,Assam,CACHAR,2011,Kharif     ,Small millets,20.0,10.0,26.0
1968,Assam,CACHAR,2011,Kharif     ,Tapioca,20.0,167.0,27.0
1969,Assam,CACHAR,2011,Kharif     ,Tobacco,6.0,3.0,22.8
1970,Assam,CACHAR,2011,Rabi       ,Arecanut,4293.0,2432.0,30.0
1971,Assam,CACHAR,2011,Rabi       ,Black pepper,43.0,102.0,20.8
1972,Assam,CACHAR,2011,Rabi       ,Dry chillies,1065.0,697.0,30.0
1973,Assam,CACHAR,2011,Rabi       ,Ginger,238.0,1662.0,28.3
1974,Assam,CACHAR,2011,Rabi       ,Gram,59.0,32.0,20.8
1975,Assam,CACHAR,2011,Rabi       ,Linseed,25.0,14.0,23.3
1976,Assam,CACHAR,2011,Rabi       ,Masoor,30.0,16.0,22.1
1977,Assam,CACHAR,2011,Rabi       ,Moong(Green Gram),32.0,18.0,28.4
1978,Assam,CACHAR,2011,Rabi       ,Peas & beans (Pulses),365.0,219.0,28.8
1979,Assam,CACHAR,2011,Rabi       ,Pineapple,1186.0,21187.0,24.5
1980,Assam,CACHAR,2011,Rabi       ,Rapeseed &Mustard,1657.0,896.0,25.0
1981,Assam,CACHAR,2011,Rabi       ,Sweet potato,160.0,1549.0,29.0
1982,Assam,CACHAR,2011,Rabi       ,Urad,815.0,453.0,20.0
1983,Assam,CACHAR,2011,Rabi       ,Wheat,70.0,85.0,24.5
1984,Assam,CACHAR,2011,Summer     ,Paddy,7990.0,14971.0,29.7
1985,Assam,CACHAR,2011,Summer     ,Rice,7990.0,14971.0,21.5
1986,Assam,CACHAR,2011,Whole Year ,Banana,2832.0,49983.0,28.3
1987,Assam,CACHAR,2011,Whole Year ,Coconut ,1005.0,2746.0,23.4
1988,Assam,CACHAR,2011,Whole Year ,Onion,82.0,275.0,26.2
1989,Assam,CACHAR,2011,Whole Year ,Potato,2063.0,8381.0,26.4
1990,Assam,CACHAR,2011,Whole Year ,Sugarcane,115.0,4261.0,30.0
1991,Assam,CACHAR,2011,Whole Year ,Turmeric,325.0,689.0,29.3
1992,Assam,CACHAR,2011,Winter     ,Paddy,90682.0,177981.0,14.4
1993,Assam,CACHAR,2011,Winter     ,Rice,90682.0,177981.0,19.2
1994,Assam,CACHAR,2012,Autumn     ,Paddy,7680.0,15518.0,27.5
1995,Assam,CACHAR,2012,Autumn     ,Rice,7680.0,15518.0,22.5
1996,Assam,CACHAR,2012,Kharif     ,Arhar/Tur,117.0,99.0,29.9
1997,Assam,CACHAR,2012,Kharif     ,Cotton(lint),94.0,35.0,29.1
1998,Assam,CACHAR,2012,Kharif     ,Jute,52.0,445.0,22.3
1999,Assam,CACHAR,2012,Kharif     ,Maize,95.0,60.0,27.2
2000,Assam,CACHAR,2012,Kharif     ,Mesta,4.0,18.0,24.9
2001,Assam,CACHAR,2012,Kharif     ,Niger seed,18.0,8.0,23.0
2002,Assam,CACHAR,2012,Kharif     ,Orange,81.0,537.0,29.4
2003,Assam,CACHAR,2012,Kharif     ,Papaya,291.0,5717.0,21.4
2004,Assam,CACHAR,2012,Kharif     ,Sesamum,189.0,114.0,22.9
2005,Assam,CACHAR,2012,Kharif     ,Small millets,22.0,12.0,20.5
2006,Assam,CACHAR,2012,Kharif     ,Tapioca,22.0,203.0,20.0
2007,Assam,CACHAR,2012,Kharif     ,Tobacco,7.0,4.0,26.0
2008,Assam,CACHAR,2012,Rabi       ,Arecanut,4331.0,2233.0,21.9
2009,Assam,CACHAR,2012,Rabi       ,Black pepper,44.0,88.0,30.0
2010,Assam,CACHAR,2012,Rabi       ,Dry chillies,1078.0,717.0,26.6
2011,Assam,CACHAR,2012,Rabi       ,Ginger,239.0,1672.0,20.0
2012,Assam,CACHAR,2012,Rabi       ,Gram,61.0,35.0,26.5
2013,Assam,CACHAR,2012,Rabi       ,Linseed,26.0,14.0,24.4
2014,Assam,CACHAR,2012,Rabi       ,Masoor,29.0,15.0,28.6
2015,Assam,CACHAR,2012,Rabi       ,Moong(Green Gram),33.0,19.0,26.0
2016,Assam,CACHAR,2012,Rabi       ,Peas & beans (Pulses),378.0,232.0,24.6
2017,Assam,CACHAR,2012,Rabi       ,Pineapple,1212.0,22743.0,22.3
2018,Assam,CACHAR,2012,Rabi       ,Rapeseed &Mustard,1582.0,930.0,25.6
2019,Assam,CACHAR,2012,Rabi       ,Sweet potato,160.0,1578.0,23.8
2020,Assam,CACHAR,2012,Rabi       ,Urad,835.0,460.0,23.3
2021,Assam,CACHAR,2012,Rabi       ,Wheat,65.0,84.0,21.3
2022,Assam,CACHAR,2012,Summer     ,Rice,7547.0,14736.0,26.8
2023,Assam,CACHAR,2012,Whole Year ,Banana,2892.0,51437.0,20.0
2024,Assam,CACHAR,2012,Whole Year ,Coconut ,1058.0,2202.0,26.3
2025,Assam,CACHAR,2012,Whole Year ,Onion,82.0,298.0,29.0
2026,Assam,CACHAR,2012,Whole Year ,Potato,2009.0,9072.0,29.5
2027,Assam,CACHAR,2012,Whole Year ,Sugarcane,119.0,4238.0,23.8
2028,Assam,CACHAR,2012,Whole Year ,Turmeric,337.0,716.0,22.5
2029,Assam,CACHAR,2012,Winter     ,Paddy,91912.0,202725.0,15.9
2030,Assam,CACHAR,2012,Winter     ,Rice,91912.0,202725.0,13.4
2031,Assam,CACHAR,2013,Autumn     ,Paddy,6430.0,10288.0,22.2
2032,Assam,CACHAR,2013,Autumn     ,Rice,6430.0,10288.0,26.0
2033,Assam,CACHAR,2013,Kharif     ,Arhar/Tur,123.0,105.0,24.4
2034,Assam,CACHAR,2013,Kharif     ,Cotton(lint),94.0,34.0,26.5
2035,Assam,CACHAR,2013,Kharif     ,Jute,56.0,575.0,30.0
2036,Assam,CACHAR,2013,Kharif     ,Maize,99.0,297.0,29.9
2037,Assam,CACHAR,2013,Kharif     ,Mesta,3.0,14.0,25.3
2038,Assam,CACHAR,2013,Kharif     ,Niger seed,19.0,10.0,20.8
2039,Assam,CACHAR,2013,Kharif     ,Orange,86.0,571.0,21.9
2040,Assam,CACHAR,2013,Kharif     ,Papaya,294.0,5775.0,20.0
2041,Assam,CACHAR,2013,Kharif     ,Sesamum,198.0,130.0,28.5
2042,Assam,CACHAR,2013,Kharif     ,Small millets,26.0,13.0,20.0
2043,Assam,CACHAR,2013,Kharif     ,Tapioca,23.0,212.0,24.8
2044,Assam,CACHAR,2013,Kharif     ,Tobacco,10.0,6.0,25.2
2045,Assam,CACHAR,2013,Rabi       ,Arecanut,4467.0,1605.0,26.9
2046,Assam,CACHAR,2013,Rabi       ,Black pepper,45.0,90.0,23.6
2047,Assam,CACHAR,2013,Rabi       ,Dry chillies,1102.0,733.0,25.9
2048,Assam,CACHAR,2013,Rabi       ,Ginger,239.0,1672.0,27.2
2049,Assam,CACHAR,2013,Rabi       ,Gram,64.0,38.0,28.3
2050,Assam,CACHAR,2013,Rabi       ,Linseed,26.0,13.0,25.3
2051,Assam,CACHAR,2013,Rabi       ,Masoor,30.0,17.0,26.5
2052,Assam,CACHAR,2013,Rabi       ,Moong(Green Gram),35.0,21.0,25.2
2053,Assam,CACHAR,2013,Rabi       ,Peas & beans (Pulses),498.0,332.0,22.5
2054,Assam,CACHAR,2013,Rabi       ,Pineapple,1219.0,22875.0,23.3
2055,Assam,CACHAR,2013,Rabi       ,Rapeseed &Mustard,1620.0,863.0,25.5
2056,Assam,CACHAR,2013,Rabi       ,Sweet potato,163.0,1608.0,29.2
2057,Assam,CACHAR,2013,Rabi       ,Urad,847.0,491.0,23.1
2058,Assam,CACHAR,2013,Rabi       ,Wheat,65.0,84.0,29.4
2059,Assam,CACHAR,2013,Summer     ,Paddy,7700.0,12958.0,26.6
2060,Assam,CACHAR,2013,Summer     ,Rice,7700.0,12958.0,20.0
2061,Assam,CACHAR,2013,Whole Year ,Banana,3075.0,54692.0,28.0
2062,Assam,CACHAR,2013,Whole Year ,Coconut ,1123.0,1230.0,29.4
2063,Assam,CACHAR,2013,Whole Year ,Onion,84.0,290.0,20.0
2064,Assam,CACHAR,2013,Whole Year ,Potato,2046.0,8094.0,20.4
2065,Assam,CACHAR,2013,Whole Year ,Sugarcane,126.0,4263.0,25.4
2066,Assam,CACHAR,2013,Whole Year ,Turmeric,345.0,733.0,25.9
2067,Assam,CACHAR,2013,Winter     ,Paddy,82347.0,153041.0,15.6
2068,Assam,CACHAR,2013,Winter     ,Rice,82347.0,153041.0,22.0
2069,Assam,CACHAR,2014,Autumn     ,Paddy,6752.0,13796.0,23.5
2070,Assam,CACHAR,2014,Autumn     ,Rice,6752.0,13796.0,25.1
2071,Assam,CACHAR,2014,Kharif     ,Arhar/Tur,146.0,141.0,28.0
2072,Assam,CACHAR,2014,Kharif     ,Cotton(lint),96.0,35.0,25.2
2073,Assam,CACHAR,2014,Kharif     ,Jute,49.0,533.0,23.6
2074,Assam,CACHAR,2014,Kharif     ,Maize,102.0,236.0,26.3
2075,Assam,CACHAR,2014,Kharif     ,Mesta,3.0,15.0,25.1
2076,Assam,CACHAR,2014,Kharif     ,Niger seed,19.0,10.0,29.5
2077,Assam,CACHAR,2014,Kharif     ,Orange,90.0,598.0,26.2
2078,Assam,CACHAR,2014,Kharif     ,Papaya,307.0,6031.0,26.3
2079,Assam,CACHAR,2014,Kharif     ,Sesamum,199.0,127.0,24.3
2080,Assam,CACHAR,2014,Kharif     ,Small millets,27.0,17.0,24.8
2081,Assam,CACHAR,2014,Kharif     ,Tapioca,25.0,231.0,22.3
2082,Assam,CACHAR,2014,Kharif     ,Tobacco,7.0,4.0,25.0
2083,Assam,CACHAR,2014,Rabi       ,Black pepper,47.0,94.0,26.8
2084,Assam,CACHAR,2014,Rabi       ,Dry chillies,1125.0,752.0,22.6
2085,Assam,CACHAR,2014,Rabi       ,Ginger,247.0,1760.0,25.5
2086,Assam,CACHAR,2014,Rabi       ,Gram,61.0,46.0,24.7
2087,Assam,CACHAR,2014,Rabi       ,Linseed,27.0,17.0,24.4
2088,Assam,CACHAR,2014,Rabi       ,Masoor,33.0,22.0,26.6
2089,Assam,CACHAR,2014,Rabi       ,Moong(Green Gram),36.0,23.0,23.8
2090,Assam,CACHAR,2014,Rabi       ,Peas & beans (Pulses),422.0,353.0,23.4
2091,Assam,CACHAR,2014,Rabi       ,Pineapple,1246.0,23381.0,28.0
2092,Assam,CACHAR,2014,Rabi       ,Rapeseed &Mustard,1725.0,1133.0,22.9
2093,Assam,CACHAR,2014,Rabi       ,Sweet potato,164.0,1585.0,20.2
2094,Assam,CACHAR,2014,Rabi       ,Urad,917.0,595.0,24.4
2095,Assam,CACHAR,2014,Rabi       ,Wheat,65.0,79.0,22.4
2096,Assam,CACHAR,2014,Summer     ,Paddy,8235.0,16088.0,20.0
2097,Assam,CACHAR,2014,Summer     ,Rice,8235.0,16088.0,30.0
2098,Assam,CACHAR,2014,Whole Year ,Banana,3144.0,55919.0,23.5
2099,Assam,CACHAR,2014,Whole Year ,Onion,94.0,325.0,22.2
2100,Assam,CACHAR,2014,Whole Year ,Potato,2102.0,14825.0,22.2
2101,Assam,CACHAR,2014,Whole Year ,Sugarcane,144.0,5100.0,21.9
2102,Assam,CACHAR,2014,Whole Year ,Turmeric,359.0,765.0,23.4
2103,Assam,CACHAR,2014,Winter     ,Paddy,92895.0,216009.0,16.8
2104,Assam,CACHAR,2014,Winter     ,Rice,92895.0,216009.0,14.2
2105,Assam,CHIRANG,2005,Autumn     ,Rice,10417.0,8313.0,28.6
2106,Assam,CHIRANG,2005,Kharif     ,Arhar/Tur,176.0,147.0,24.6
2107,Assam,CHIRANG,2005,Kharif     ,Castor seed,28.0,12.0,24.2
2108,Assam,CHIRANG,2005,Kharif     ,Cotton(lint),5.0,2.0,28.8
